systemTime,ipAddress,multiPointRelaySelector,linkCost,linkQuality,neighborLinkQuality,RSSI value,AVG RSSI value,Connected,
1673428218,10.79.141.35,False,4194304.0,0.0,0.016,-81,-83,1
1673428220,10.79.141.35,False,4194304.0,0.0,0.016,-84,-83,1
1673428222,10.79.141.35,False,4194304.0,0.0,0.016,-72,-76,1
1673428225,10.79.141.35,False,4194304.0,0.0,0.016,-81,-77,1
1673428227,10.79.141.35,False,4194304.0,1.0,0.0,-78,-77,1
1673428229,10.79.141.35,False,4194304.0,1.0,0.0,-81,-78,1
1673428231,10.79.141.35,False,5.383789,1.0,0.246,-82,-78,1
1673428233,10.79.141.35,False,2.101562,1.0,1.0,-80,-78,1
1673428234,10.79.141.35,False,2.845703,1.0,0.662,-84,-79,1
1673428237,10.79.141.35,False,4.366211,0.662,0.497,-80,-79,1
1673428238,10.79.141.35,False,3.613281,0.662,0.662,-80,-78,1
1673428241,10.79.141.35,False,3.613281,0.662,0.662,-80,-78,1
1673428244,10.79.141.35,False,3.109375,0.497,1.0,-78,-78,1
1673428245,10.79.141.35,False,3.37793,0.662,0.662,-79,-78,1
1673428247,10.79.141.35,False,3.109375,1.0,0.497,-78,-78,1
1673428249,10.79.141.35,False,3.109375,1.0,0.497,-80,-78,1
1673428252,10.79.141.35,False,2.101562,1.0,1.0,-78,-77,1
1673428254,10.79.141.35,False,2.101562,1.0,1.0,-79,-77,1
1673428256,10.79.141.35,False,2.101562,1.0,1.0,-81,-78,1
1673428258,10.79.141.35,True,2.101562,1.0,1.0,-78,-78,1
1673428260,10.79.141.35,True,2.991211,1.0,0.497,-79,-77,1
1673428262,10.79.141.35,True,2.318359,1.0,0.748,-79,-77,1
1673428264,10.79.141.35,True,2.336914,1.0,1.0,-75,-77,1
1673428266,10.79.141.35,True,2.336914,1.0,1.0,-70,-75,1
1673428268,10.79.141.35,True,2.336914,1.0,1.0,-80,-77,1
1673428270,10.79.141.35,True,2.336914,1.0,1.0,-79,-77,1
1673428272,10.79.141.35,True,2.336914,1.0,1.0,-80,-78,1
1673428274,10.79.141.35,True,2.336914,1.0,1.0,-80,-78,1
1673428276,10.79.141.35,True,2.336914,1.0,1.0,-81,-78,1
1673428278,10.79.141.35,True,3.109375,0.497,1.0,-78,-78,1
1673428280,10.79.141.35,True,2.610352,0.662,1.0,-78,-78,1
1673428282,10.79.141.35,True,2.336914,1.0,1.0,-81,-78,1
1673428284,10.79.141.35,True,2.336914,1.0,1.0,-76,-78,1
1673428286,10.79.141.35,True,2.336914,1.0,1.0,-76,-78,1
1673428288,10.79.141.35,True,2.336914,1.0,1.0,-75,-78,1
1673428290,10.79.141.35,True,2.336914,1.0,1.0,-78,-78,1
1673428292,10.79.141.35,True,2.336914,1.0,1.0,-80,-77,1
1673428295,10.79.141.35,True,2.845703,0.662,1.0,-80,-77,1
1673428296,10.79.141.35,True,2.845703,0.662,1.0,-79,-77,1
1673428300,10.79.141.35,True,2.101562,1.0,1.0,-78,-76,1
1673428302,10.79.141.35,True,2.101562,1.0,1.0,-78,-77,1
1673428304,10.79.141.35,True,2.101562,1.0,1.0,-77,-76,1
1673428306,10.79.141.35,True,2.101562,1.0,1.0,-80,-77,1
1673428308,10.79.141.35,True,2.101562,1.0,1.0,-77,-77,1
1673428310,10.79.141.35,True,2.101562,1.0,1.0,-77,-77,1
1673428312,10.79.141.35,True,2.101562,1.0,1.0,-78,-77,1
1673428314,10.79.141.35,True,2.610352,1.0,0.662,-72,-76,1
1673428317,10.79.141.35,True,2.318359,1.0,0.748,-73,-75,1
1673428319,10.79.141.35,True,1.983398,1.0,1.0,-75,-75,1
1673428321,10.79.141.35,True,1.983398,1.0,1.0,-71,-74,1
1673428323,10.79.141.35,True,1.983398,1.0,1.0,-78,-74,1
1673428325,10.79.141.35,True,2.610352,1.0,0.662,-77,-75,1
1673428327,10.79.141.35,True,2.610352,1.0,0.662,-76,-75,1
1673428329,10.79.141.35,True,2.610352,1.0,0.662,-75,-76,1
1673428331,10.79.141.35,True,4.130859,0.662,0.497,-77,-76,1
1673428333,10.79.141.35,True,4.130859,0.662,0.497,-71,-75,1
1673428335,10.79.141.35,True,4.018555,1.0,0.329,-78,-75,1
1673428337,10.79.141.35,True,3.013672,1.0,0.596,-75,-75,1
